"go","cluster","parent","parentSimScore","score","size","term","parentTerm"
"GO:0048477",20,"GO:0048599",0.953,1.47903088537789,36,"oogenesis","oocyte development"
"GO:0045682",3,"GO:0008360",0.452,1.47903088537789,4,"regulation of epidermis development","regulation of cell shape"
"GO:0110151",21,"GO:0070167",0.951,1.47706573865148,0,"positive regulation of biomineralization","regulation of biomineral tissue development"
"GO:0070169",21,"GO:0070167",0.951,1.47706573865148,6,"positive regulation of biomineral tissue development","regulation of biomineral tissue development"
"GO:0010811",5,"GO:0045785",0.873,1.47706573865148,37,"positive regulation of cell-substrate adhesion","positive regulation of cell adhesion"
"GO:1904996",5,"GO:0045785",0.777,1.4761345129302,17,"positive regulation of leukocyte adhesion to vascular endothelial cell","positive regulation of cell adhesion"
"GO:0072243",3,"GO:0008360",0.228,1.4761345129302,0,"metanephric nephron epithelium development","regulation of cell shape"
"GO:0046135",23,"GO:0042454",0.949,1.4761345129302,12,"pyrimidine nucleoside catabolic process","ribonucleoside catabolic process"
"GO:0034765",10,"GO:1990778",0.325,1.4761345129302,114,"regulation of ion transmembrane transport","protein localization to cell periphery"
"GO:0042698",20,"GO:0048599",0.619,1.4761345129302,8,"ovulation cycle","oocyte development"
"GO:1904031",11,"GO:0018108",0.489,1.4761345129302,4,"positive regulation of cyclin-dependent protein kinase activity","peptidyl-tyrosine phosphorylation"
"GO:0007435",3,"GO:0008360",0.396,1.4761345129302,7,"salivary gland morphogenesis","regulation of cell shape"
"GO:0044839",12,"GO:0051321",0.607,1.47468696778503,2,"cell cycle G2/M phase transition","meiotic cell cycle"
"GO:0061615",23,"GO:0042454",0.552,1.46619774512822,1,"glycolytic process through fructose-6-phosphate","ribonucleoside catabolic process"
"GO:0036336",18,"GO:0001667",0.564,1.46619774512822,5,"dendritic cell migration","ameboidal-type cell migration"
"GO:0035116",3,"GO:0008360",0.384,1.46619774512822,29,"embryonic hindlimb morphogenesis","regulation of cell shape"
"GO:0030330",9,"GO:0099177",0.282,1.45831803079357,19,"DNA damage response, signal transduction by p53 class mediator","regulation of trans-synaptic signaling"
"GO:0055123",3,"GO:0008360",0.252,1.44898740867375,5,"digestive system development","regulation of cell shape"
"GO:0031331",23,"GO:0042454",0.47,1.44880127687047,0,"positive regulation of cellular catabolic process","ribonucleoside catabolic process"
"GO:0007173",9,"GO:0099177",0.29,1.44715122578504,69,"epidermal growth factor receptor signaling pathway","regulation of trans-synaptic signaling"
"GO:0070830",2,"GO:0034329",0.845,1.44676899389656,64,"bicellular tight junction assembly","cell junction assembly"
"GO:0003231",3,"GO:0008360",0.254,1.44676899389656,6,"cardiac ventricle development","regulation of cell shape"
"GO:0051216",3,"GO:0008360",0.261,1.44346008007362,61,"cartilage development","regulation of cell shape"
"GO:0015698",10,"GO:1990778",0.296,1.44074271125677,23,"inorganic anion transport","protein localization to cell periphery"
"GO:0010632",14,"GO:0043114",0.195,1.44069654347066,6,"regulation of epithelial cell migration","regulation of vascular permeability"
"GO:0001756",3,"GO:0008360",0.411,1.43170085925217,44,"somitogenesis","regulation of cell shape"
"GO:0044774",12,"GO:0051321",0.557,1.42405948113928,3,"mitotic DNA integrity checkpoint","meiotic cell cycle"
"GO:0032526",4,"GO:1903034",0.152,1.42405948113928,46,"response to retinoic acid","regulation of response to wounding"
"GO:0002062",3,"GO:0008360",0.247,1.42405948113928,39,"chondrocyte differentiation","regulation of cell shape"
"GO:0110110",3,"GO:0008360",0.622,1.42405948113928,0,"positive regulation of animal organ morphogenesis","regulation of cell shape"
"GO:0070231",13,"GO:0070243",0.915,1.42405948113928,6,"T cell apoptotic process","regulation of thymocyte apoptotic process"
"GO:0061337",14,"GO:0043114",0.672,1.42395445163777,49,"cardiac conduction","regulation of vascular permeability"
"GO:0099010",2,"GO:0034329",0.664,1.42395445163777,1,"modification of postsynaptic structure","cell junction assembly"
"GO:0090036",9,"GO:0099177",0.39,1.42395445163777,4,"regulation of protein kinase C signaling","regulation of trans-synaptic signaling"
"GO:0019320",23,"GO:0042454",0.641,1.42303725431119,0,"hexose catabolic process","ribonucleoside catabolic process"
"GO:0006977",12,"GO:0051321",0.525,1.42303725431119,60,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","meiotic cell cycle"
"GO:0043112",11,"GO:0018108",0.239,1.4224653646768,1,"receptor metabolic process","peptidyl-tyrosine phosphorylation"
"GO:0060326",18,"GO:0001667",0.709,1.42221278790287,72,"cell chemotaxis","ameboidal-type cell migration"
"GO:0061982",12,"GO:0051321",0.943,1.422191611385,0,"meiosis I cell cycle process","meiotic cell cycle"
"GO:0051101",8,"GO:0043087",0.519,1.422191611385,7,"regulation of DNA binding","regulation of GTPase activity"
"GO:0046883",10,"GO:1990778",0.301,1.422191611385,6,"regulation of hormone secretion","protein localization to cell periphery"
"GO:0021543",3,"GO:0008360",0.256,1.4205060331398,1,"pallium development","regulation of cell shape"
"GO:0045742",9,"GO:0099177",0.415,1.41736563835427,25,"positive regulation of epidermal growth factor receptor signaling pathway","regulation of trans-synaptic signaling"
"GO:0031128",3,"GO:0008360",0.208,1.41736563835427,1,"developmental induction","regulation of cell shape"
"GO:0034284",4,"GO:1903034",0.16,1.41251912367438,0,"response to monosaccharide","regulation of response to wounding"
"GO:0099638",10,"GO:1990778",0.778,1.41018093389009,1,"endosome to plasma membrane protein transport","protein localization to cell periphery"
"GO:0097152",13,"GO:0070243",0.385,1.41018093389009,2,"mesenchymal cell apoptotic process","regulation of thymocyte apoptotic process"
"GO:0072182",3,"GO:0008360",0.395,1.41018093389009,2,"regulation of nephron tubule epithelial cell differentiation","regulation of cell shape"
"GO:0055091",6,"GO:0035633",0.426,1.41018093389009,15,"phospholipid homeostasis","maintenance of blood-brain barrier"
"GO:0032352",6,"GO:0035633",0.306,1.41018093389009,0,"positive regulation of hormone metabolic process","maintenance of blood-brain barrier"
"GO:0031274",2,"GO:0034329",0.45,1.41018093389009,17,"positive regulation of pseudopodium assembly","cell junction assembly"
"GO:0044773",12,"GO:0051321",0.551,1.4061359731673,3,"mitotic DNA damage checkpoint","meiotic cell cycle"
"GO:0007215",9,"GO:0099177",0.286,1.4061359731673,16,"glutamate receptor signaling pathway","regulation of trans-synaptic signaling"
"GO:2000637",11,"GO:0018108",0.155,1.4050159884947,14,"positive regulation of gene silencing by miRNA","peptidyl-tyrosine phosphorylation"
"GO:2000209",13,"GO:0070243",0.441,1.4050159884947,1,"regulation of anoikis","regulation of thymocyte apoptotic process"
"GO:0010529",26,"GO:0010529",1,1.4050159884947,30,"negative regulation of transposition","negative regulation of transposition"
"GO:0010528",26,"GO:0010529",1,1.4050159884947,0,"regulation of transposition","negative regulation of transposition"
"GO:0003181",3,"GO:0008360",0.387,1.4050159884947,12,"atrioventricular valve morphogenesis","regulation of cell shape"
"GO:0003094",14,"GO:0043114",0.419,1.4050159884947,13,"glomerular filtration","regulation of vascular permeability"
"GO:0002407",18,"GO:0001667",0.558,1.4050159884947,17,"dendritic cell chemotaxis","ameboidal-type cell migration"
"GO:0035690",4,"GO:1903034",0.147,1.4050159884947,67,"cellular response to drug","regulation of response to wounding"
"GO:1904837",2,"GO:0034329",0.468,1.4050159884947,29,"beta-catenin-TCF complex assembly","cell junction assembly"
"GO:0110150",21,"GO:0070167",0.925,1.4050159884947,0,"negative regulation of biomineralization","regulation of biomineral tissue development"
"GO:0070168",21,"GO:0070167",0.925,1.4050159884947,10,"negative regulation of biomineral tissue development","regulation of biomineral tissue development"
"GO:0034110",5,"GO:0045785",0.697,1.4050159884947,0,"regulation of homotypic cell-cell adhesion","positive regulation of cell adhesion"
"GO:0010469",8,"GO:0043087",0.541,1.40491928763786,16,"regulation of signaling receptor activity","regulation of GTPase activity"
"GO:0045765",3,"GO:0008360",0.708,1.4044836275879,34,"regulation of angiogenesis","regulation of cell shape"
"GO:0050768",3,"GO:0008360",0.497,1.4044836275879,22,"negative regulation of neurogenesis","regulation of cell shape"
"GO:2000106",13,"GO:0070243",0.877,1.4044836275879,0,"regulation of leukocyte apoptotic process","regulation of thymocyte apoptotic process"
"GO:0006919",11,"GO:0018108",0.337,1.4044836275879,97,"activation of cysteine-type endopeptidase activity involved in apoptotic process","peptidyl-tyrosine phosphorylation"
"GO:1904019",13,"GO:0070243",0.431,1.4044836275879,1,"epithelial cell apoptotic process","regulation of thymocyte apoptotic process"
"GO:0030282",21,"GO:0070167",0.924,1.4044836275879,48,"bone mineralization","regulation of biomineral tissue development"
"GO:0043254",2,"GO:0034329",0.592,1.40191121650943,19,"regulation of protein-containing complex assembly","cell junction assembly"
"GO:0104004",4,"GO:1903034",0.167,1.39894031116588,0,"cellular response to environmental stimulus","regulation of response to wounding"
"GO:0071214",4,"GO:1903034",0.167,1.39894031116588,0,"cellular response to abiotic stimulus","regulation of response to wounding"
"GO:0032147",11,"GO:0018108",0.593,1.39894031116588,69,"activation of protein kinase activity","peptidyl-tyrosine phosphorylation"
"GO:1900449",9,"GO:0099177",0.438,1.39853072078019,4,"regulation of glutamate receptor signaling pathway","regulation of trans-synaptic signaling"
"GO:1902400",12,"GO:0051321",0.525,1.39434162455355,0,"intracellular signal transduction involved in G1 DNA damage checkpoint","meiotic cell cycle"
"GO:0072431",12,"GO:0051321",0.525,1.39434162455355,1,"signal transduction involved in mitotic G1 DNA damage checkpoint","meiotic cell cycle"
"GO:1904035",13,"GO:0070243",0.474,1.39434162455355,0,"regulation of epithelial cell apoptotic process","regulation of thymocyte apoptotic process"
"GO:0051653",12,"GO:0051321",0.529,1.39434162455355,5,"spindle localization","meiotic cell cycle"
"GO:0045646",6,"GO:0035633",0.462,1.39434162455355,6,"regulation of erythrocyte differentiation","maintenance of blood-brain barrier"
"GO:0045104",2,"GO:0034329",0.304,1.39434162455355,24,"intermediate filament cytoskeleton organization","cell junction assembly"
